set,set,cluster,cluster,cluster,cluster,peak,peak,peak,peak,peak,,,
p,c,p(FWE-corr),p(FDR-corr),equivk,p(unc),p(FWE-corr),p(FDR-corr),T,equivZ,p(unc),x,y,z {mm},
0.000,58,0.001,0.001,87,0.000,0.000,0.001,  6.38, 6.09,0.000,-60,-36, 30,
,,0.001,0.001,97,0.000,0.000,0.001,  6.17, 5.90,0.000,-51, -6,  0,
,,,,,,0.002,0.004,  5.60, 5.40,0.000,-42, -3,  3,
,,,,,,0.483,0.127,  4.28, 4.18,0.000,-36,  0,  9,
,,0.000,0.001,124,0.000,0.000,0.001,  6.05, 5.80,0.000, 60,-24, 15,
,,,,,,0.020,0.018,  5.16, 5.00,0.000, 54,-33, 24,
,,,,,,0.999,0.543,  3.51, 3.46,0.000, 60, -6,  6,
,,0.010,0.005,61,0.001,0.001,0.002,  5.85, 5.62,0.000,-54,-36, 12,
,,0.002,0.002,80,0.000,0.001,0.002,  5.79, 5.56,0.000, 45,  3,  0,
,,,,,,0.618,0.154,  4.17, 4.08,0.000, 42, -3,  9,
,,,,,,0.721,0.177,  4.08, 4.00,0.000, 39,-15, -6,
,,0.000,0.001,108,0.000,0.009,0.011,  5.33, 5.15,0.000, 51,  9, 12,
,,,,,,0.135,0.061,  4.69, 4.57,0.000, 48,  9, 42,
,,,,,,1.000,0.681,  3.38, 3.33,0.000, 48, 18,  9,
,,0.040,0.014,45,0.002,0.010,0.011,  5.29, 5.12,0.000, 48,-72,  0,
,,0.053,0.017,42,0.003,0.025,0.020,  5.10, 4.95,0.000, 45,-27,-21,
,,0.063,0.019,40,0.003,0.033,0.024,  5.05, 4.89,0.000,-36,-18, -9,
,,0.013,0.006,58,0.001,0.073,0.045,  4.86, 4.72,0.000,-42, 39, 27,
,,,,,,0.343,0.094,  4.41, 4.30,0.000,-36, 36,  9,
,,,,,,0.549,0.139,  4.23, 4.13,0.000,-45, 33,  9,
,,0.823,0.211,11,0.091,0.090,0.048,  4.81, 4.68,0.000,-45,-15, 63,
,,0.040,0.014,45,0.002,0.090,0.048,  4.81, 4.68,0.000, 57,-39, 45,
,,,,,,0.844,0.219,  3.97, 3.89,0.000, 42,-51, 54,
,,,,,,0.940,0.283,  3.83, 3.76,0.000, 51,-42, 51,
,,0.195,0.049,28,0.011,0.118,0.060,  4.73, 4.61,0.000, 12,-21, 36,
,,,,,,0.324,0.094,  4.43, 4.32,0.000, 12,-33, 39,
,,0.001,0.001,101,0.000,0.129,0.061,  4.71, 4.58,0.000, -9, 39,-18,
,,,,,,0.161,0.061,  4.65, 4.52,0.000,-18, 36,-24,
,,,,,,0.806,0.202,  4.01, 3.93,0.000,-18, 18,-18,
,,0.024,0.010,51,0.001,0.144,0.061,  4.68, 4.56,0.000,-45, 30, 42,
,,,,,,0.725,0.177,  4.08, 4.00,0.000,-42,  3, 60,
,,,,,,1.000,0.743,  3.33, 3.29,0.001,-45, 12, 51,
,,0.777,0.204,12,0.079,0.151,0.061,  4.66, 4.54,0.000,-27,-66,-33,
,,0.001,0.001,99,0.000,0.165,0.061,  4.64, 4.52,0.000,-12,-27, -9,
,,,,,,0.220,0.077,  4.55, 4.44,0.000, -3,-21, -3,
,,,,,,0.534,0.139,  4.24, 4.14,0.000,-18,-18,-12,
,,0.133,0.038,32,0.008,0.203,0.074,  4.58, 4.46,0.000, 39, 36,  6,
,,0.006,0.003,67,0.000,0.231,0.078,  4.54, 4.42,0.000,-54,-48, 48,
,,,,,,0.353,0.094,  4.40, 4.29,0.000,-51,-51, 36,
,,0.147,0.040,31,0.008,0.255,0.081,  4.51, 4.40,0.000, 27, -3, 63,
,,0.005,0.003,69,0.000,0.265,0.081,  4.49, 4.38,0.000,-54,-69, -9,
,,,,,,0.452,0.119,  4.31, 4.21,0.000,-54,-66,  0,
,,0.378,0.103,21,0.025,0.266,0.081,  4.49, 4.38,0.000, 15, 54, 36,
,,0.823,0.211,11,0.091,0.277,0.083,  4.48, 4.37,0.000, 33,-21,  6,
,,0.823,0.211,11,0.091,0.335,0.094,  4.42, 4.31,0.000, 33,-69,-48,
,,0.728,0.188,13,0.068,0.387,0.102,  4.37, 4.26,0.000, 45,  3,-30,
,,0.777,0.204,12,0.079,0.402,0.105,  4.35, 4.25,0.000,-30,-63, 39,
,,0.452,0.120,19,0.032,0.504,0.132,  4.26, 4.17,0.000,  3, 12, 36,
,,,,,,0.955,0.296,  3.80, 3.73,0.000, -3, 15, 24,
,,0.865,0.228,10,0.105,0.553,0.139,  4.22, 4.13,0.000, 12,-81,-36,
,,0.452,0.120,19,0.032,0.560,0.139,  4.22, 4.12,0.000,  0, 27, 51,
,,0.494,0.130,18,0.036,0.594,0.149,  4.19, 4.10,0.000,  0,-51, 51,
,,0.865,0.228,10,0.105,0.626,0.154,  4.16, 4.07,0.000,  9,  9,  6,
,,0.679,0.181,14,0.060,0.630,0.154,  4.16, 4.07,0.000,  0,  0, 48,
,,0.133,0.038,32,0.008,0.664,0.162,  4.13, 4.05,0.000,-12, 39, 51,
,,,,,,0.889,0.249,  3.91, 3.84,0.000,-18, 48, 48,
,,0.865,0.228,10,0.105,0.683,0.167,  4.12, 4.03,0.000,  0, 24,  0,
,,,,,,0.994,0.430,  3.63, 3.57,0.000, -9, 33,  0,
,,0.823,0.211,11,0.091,0.740,0.181,  4.07, 3.98,0.000, 18,-87, 21,
,,0.679,0.181,14,0.060,0.755,0.185,  4.05, 3.97,0.000, 15, 45,-24,
,,0.990,0.379,5,0.242,0.775,0.193,  4.04, 3.96,0.000,-30,  9, 66,
,,0.161,0.042,30,0.009,0.780,0.193,  4.03, 3.95,0.000,-48, 12,-33,
,,,,,,0.996,0.452,  3.60, 3.54,0.000,-54, 15,-27,
,,0.583,0.155,16,0.046,0.805,0.202,  4.01, 3.93,0.000,  0,-36, 21,
,,,,,,1.000,0.845,  3.24, 3.20,0.001, -3,-24, 24,
,,0.990,0.379,5,0.242,0.828,0.212,  3.99, 3.91,0.000, 33,  9,  9,
,,0.960,0.314,7,0.169,0.871,0.236,  3.94, 3.86,0.000,-27,-45, 66,
,,0.960,0.314,7,0.169,0.916,0.267,  3.88, 3.80,0.000, 48, 15, -6,
,,0.990,0.379,5,0.242,0.916,0.267,  3.88, 3.80,0.000, 42, 39, 21,
,,0.990,0.379,5,0.242,0.919,0.267,  3.87, 3.80,0.000,-12,-81, 30,
,,0.679,0.181,14,0.060,0.926,0.269,  3.86, 3.79,0.000, 12,-81, 30,
,,0.728,0.188,13,0.068,0.932,0.274,  3.85, 3.78,0.000, 18,-12,-24,
,,,,,,1.000,0.753,  3.32, 3.27,0.001,  9, -6,-27,
,,0.979,0.346,6,0.201,0.949,0.292,  3.82, 3.75,0.000, 33,-90, 18,
